Token.ID	Context	Variant	Recipient.lemma	Theme.lemma	Recipient.type	Theme.type	Recipient.cluster_number	Recipient.silhouette	cluster_combo	Recipient.medoid_label	Theme.cluster_number	Theme.silhouette	Theme.medoid_label	Recipient.medoid	Theme.medoid	tree_cluster
dat-3676	B: That's an invasion of your personal privacy. That's, if they were to decide that you shouldn't be drinking would they just, you know, I mean you have to draw the line somewhere. I think and give people the right to do what they need to do -- //A: Uh-huh.	ditransitive	people/nn	right/nn	N	N	5	0.6054048	people/nn-appeal/nn	people/nn	7	-0.008458518	appeal/nn	people/nn	other	NA
dat-3677	A: Yes, you know, trying to see who knew where who [laughter] else lived and what have you and also gave them a little questionnaire to fill out as to what would be the most convenient time. We gave them a couple of choices there, uh, time and place, whether they would like to go back to our, quote, old hometown, or someplace in between [laughter] for all --	ditransitive	them/pp	questionnaire/nn	P	N	7	0.2620939	everybody/pn-these/dd	everybody/pn	14	0.32141128	these/dd	everybody/pn	these/dd	5
dat-3678	A: Right. Plano, um, oh, it's probably been, I guess they started in September, um, started where they gave every household a bin that you could do newspapers, aluminum, bottles with code one and two on them, and, uh, glass, and, uh, it has been really, really successful. Um, they said that they figured like twenty-five to thirty percent participation, and it's been like forty-five percent, and, um, they also do, um, they pick up on another day of	ditransitive	household/nn	bin/nn	N	N	8	0.37819204	business/nn-bag/nn	business/nn	8	0.1454964	bag/nn	business/nn	bag/nn	3
dat-3679	A: I, I feel the same thing. Pets are, uh, they add a new dimension. They, they give you something to think about when you're kind of tired or blue or something like that and, uh, they get you to think about something other than yourself. //B: That's true [talking].	ditransitive	you/pp	something/pn	P	I	7	0.17207849	everybody/pn-one/pn	everybody/pn	5	0.67446834	one/pn	everybody/pn	one/pn	8
dat-3681	B: So, uh, uh, to give you an example, uh, we will go out of the printing media. I know of cases where, uh, we have one television media where they will show [noise] clippings from one event and describe another event but, with the the attempt to give you the impression that what they're talking about is the same thing they are showing you.	ditransitive	you/pp	impression/nn	P	N	7	0.17207849	everybody/pn-doubt/nn	everybody/pn	9	0.55035186	doubt/nn	everybody/pn	doubt/nn	5
dat-3682	B: Uh-huh. //A: Uh, and I would say that, uh, you know, putting more, giving more attention to child rearing, you know, as early as that in, in the terms of giving kids a good education and, uh, sort of a good, uh, I don't know moral or self esteem sort of backing that would keep them from getting into that sort of life in the first place --	ditransitive	kids/nn	education/nn	N	N	2	0.6238054	kids/nn-service/nn	kids/nn	4	0.36814412	service/nn	kids/nn	service/nn	3
dat-4055	B: I would hope, //A: for charity or something. //B: Yeah, I, I think that's what they do, I think they, they give that to charity. //A: Yeah, that's a good idea. And, and, uh, other than the work place and here at home, um, I don't know too much is going on in the community. I know that	prepositional	charity/nn	that/dd	N	D	8	0.0142884925	business/nn-one/pn	business/nn	5	0.4443067	one/pn	business/nn	one/pn	8
dat-4056	B: Exc-, be-, well I have one here, it's the one that I grew up with, //A: Uh-huh. //B: and my folks gave it to me, and, uh, a couple years ago when they, they sail, and so they sold their home and they, they've been sailing, and, uh, so it's here but I haven't touched one like since college, so I kind of am picking it all out again and trying to remember how to do it again. And of course, my kids jump in the middle of it and want to pound on it and I'd love	prepositional	me/pp	it/pp	P	P	7	0.44839486	everybody/pn-one/pn	everybody/pn	5	0.67888254	one/pn	everybody/pn	one/pn	8
dat-4057	A: Sure. //B: Okay. {Speaker B begins to speak to someone in background} Yeah, there's your report. Okay? And that's everything, w-, would you give this to Barbara Rashad for me please? [Talking] Would you carry that over? (( )) If you want to hang on a minute. You got a minute? Okay, hang on a minute and I'll, I'll, uh, finish up with this lady. {Resumes speaking to Speaker A.} Yes ma'am.	prepositional	rashad/np	this/dd	N	D	2	0.34868369	kids/nn-book/nn	kids/nn	13	0.18041807	book/nn	kids/nn	book/nn	3
dat-4058	nursery and I didn't even know it. //B: Oh, that's a (( )). //A: I gave it to her and she said how did you know those are the colors we used. I said {pause} didn't [laughter]. //B: [Laughter] That was a good (( )).	prepositional	her/pp	it/pp	P	P	7	0.21008055	everybody/pn-one/pn	everybody/pn	5	0.67888254	one/pn	everybody/pn	one/pn	8
dat-4059	B: Well, we know there's a few out there. //A: Yeah. It seems like if you break the sentencing away from the jury and give it, you give it to one person you're letting there be a whole lot more of an opportunity for something to either go wrong or for, you know, if, if, if the judge is not of high moral standards -- //B: Uh-huh.	prepositional	person/nn	it/pp	N	P	11	0.45494935	person/nn-one/pn	person/nn	5	0.67888254	one/pn	person/nn	one/pn	8
dat-4062	B: That's right. //A: -- because I told him there's a place in Arlington that's going to give it to me for that price. He said, No they're not. //B: Yeah. //A: He said, You're going to get a car that's got flood damage or hail damage. And they just laughed at me. And I went the next morning to Arlington, and they gave it to me for that price. And what's so funny, they took the car, they, I knew they were going to pull it from Town North because that's where the white one was. //B: Is that right. //	prepositional	me/pp	it/pp	P	P	7	0.44839486	everybody/pn-one/pn	everybody/pn	5	0.67888254	one/pn	everybody/pn	one/pn	8
dat-4063	B: That's right. //A: -- because I told him there's a place in Arlington that's going to give it to me for that price. He said, No they're not. //B: Yeah. //A: He said, You're going to get a car that's got flood damage or hail damage. And they just laughed at me. And I went the next morning to Arlington, and they gave it to me for that price. And what's so funny, they took the car, they, I knew they were going to pull it from Town North because that's where the white one was. //B: Is that right.	prepositional	me/pp	it/pp	P	P	7	0.44839486	everybody/pn-one/pn	everybody/pn	5	0.67888254	one/pn	everybody/pn	one/pn	8
dat-4064	time, last time I went to the Cowboys game was during that, um, N F L strike, or the, when they had the scab team, teams in there, and it was the, uh, Dallas and Washington Redskins game. And I went because my dad can usually get a hold of some free tickets, because a lot of those doctors have season tickets, and they, um, if they're not going to use them they'll give them to somebody else. So my dad, I went with my dad to a game that one time. But that wasn't a real, you know, it was, it was the scab teams, it was kind of, you know, it was kind of different, I guess. And before that it's been quite a few years. I've been wanting to go to a game, I just never, never have	prepositional	somebody/pn	them/pp	I	P	7	0.20257773	everybody/pn-one/pn	everybody/pn	5	0.35194516	one/pn	everybody/pn	one/pn	8
dat-4066	B: [Laughter]. //A: ''That is why I always,'' he said, ''That is why I always give custody to the mama.'' And he said, ''Well,'' he said, ''does that mean you are going to shoot them if they break a leg and, //B: [Laughter].	prepositional	mama/nn	custody/nn	N	N	10	0.27956587	mother/nn-appeal/nn	mother/nn	7	0.60410327	appeal/nn	mother/nn	appeal/nn	3
dat-4067	A: It is about a lot of men, you know, all right, going through divorces. The judge will usually, uh, give custody to the mother ninety-seven percent of the time. Because they go through the female. //B: Yeah. Well, we learned --	prepositional	mother/nn	custody/nn	N	N	10	0.43861496	mother/nn-appeal/nn	mother/nn	7	0.60410327	appeal/nn	mother/nn	appeal/nn	3
dat-4069	B: #Uh-huh [laughter].# //A: # when we're# not looking [laughter]. //B: Try and give it to us subliminal way [laughter]. //A: [Laughter] that's cheating, isn't it? //B: That's right [laughter].	prepositional	us/pp	it/pp	P	P	7	0.17421363	everybody/pn-one/pn	everybody/pn	5	0.67888254	one/pn	everybody/pn	one/pn	8
dat-4070	They gave -- //B: Oh, dear. //A: -- stuff to all of us. And we were going, I can't believe you all. You	prepositional	us/pp	stuff/nn	P	N	7	0.17421363	everybody/pn-one/pn	everybody/pn	5	0.41955566	one/pn	everybody/pn	one/pn	8
dat-4071	A: Uh-huh. //B: And that's why he didn't register, but I, I wonder if that was r-, really, you know, the r-, {pause} real reason. And then {pause} I know my daughter, uh, well, she's twenty now, but I got her a Voter Registration and gave it to her. //A: Uh-huh.	prepositional	her/pp	it/pp	P	P	7	0.21008055	everybody/pn-one/pn	everybody/pn	5	0.67888254	one/pn	everybody/pn	one/pn	8
dat-4072	B: Oh, no, [laughter]. Well. //A: That was during one of my softball games and my husband had him and he just kept giving them to him and letting him breaking them. //B: Well children will tend to do that. //A: Yeah, well, I didn't get mad at the kid, I got mad at my husband for giving them to him. //B: Well, well, I, I enjoy working out when I, I get home from work just to, just to have something to do that, that I know isn't going, that's, that's	prepositional	him/pp	them/pp	P	P	7	0.46108976	everybody/pn-one/pn	everybody/pn	5	0.35194516	one/pn	everybody/pn	one/pn	8
dat-4073	A: Uh-huh. //B: -- uh, for this little, uh, this little, uh, {man's voice in background} kid's, uh, basketball camp. That's what it is. These little kids would come here, and, uh, Coca Cola had sponsored the, uh, sodas, you know, just give them to him, //A: Uh-huh. //B: told him to give them to the boys. //A: Uh-huh. //B: Well, he sold them for something like fifty, seventy-five cents to these boys, when he's supposed to be give them to them. //A: Oh for heaven's sake. #What a cheapskate.#	prepositional	him/pp	them/pp	P	P	7	0.46108976	everybody/pn-one/pn	everybody/pn	5	0.35194516	one/pn	everybody/pn	one/pn	8
dat-4074	A: Uh-huh. //B: -- uh, for this little, uh, this little, uh, {man's voice in background} kid's, uh, basketball camp. That's what it is. These little kids would come here, and, uh, Coca Cola had sponsored the, uh, sodas, you know, just give them to him, //A: Uh-huh. //B: told him to give them to the boys. //A: Uh-huh. //B: Well, he sold them for something like fifty, seventy-five cents to these boys, when he's supposed to be give them to them. //A: Oh for heaven's sake. #What a cheapskate.#	prepositional	boys/nn	them/pp	N	P	2	0.5979984	kids/nn-one/pn	kids/nn	5	0.35194516	one/pn	kids/nn	one/pn	8
dat-4075	A: Uh-huh. //B: -- uh, for this little, uh, this little, uh, {man's voice in background} kid's, uh, basketball camp. That's what it is. These little kids would come here, and, uh, Coca Cola had sponsored the, uh, sodas, you know, just give them to him, //A: Uh-huh. //B: told him to give them to the boys. //A: Uh-huh. //B: Well, he sold them for something like fifty, seventy-five cents to these boys, when he's supposed to be give them to them. //A: Oh for heaven's sake. #What a cheapskate.#	prepositional	them/pp	them/pp	P	P	7	0.2620939	everybody/pn-one/pn	everybody/pn	5	0.35194516	one/pn	everybody/pn	one/pn	8
dat-4076	A:  #((Well)),# //B:  -- #then# they give it to everybody else in the family and don't always go back to the, you know, doctor and get another prescription. Well, according to what they do at T I, if you take a prescription drug it has to be in your name. It, you know, it can't be in your spouse's name so they will look, I mean, the	prepositional	everybody/pn	it/pp	I	P	7	0.48638642	everybody/pn-one/pn	everybody/pn	5	0.67888254	one/pn	everybody/pn	one/pn	8
dat-4077	B: We really have, and I, I'm not trying to be, uh, you know, a prude or old fashioned or anything, but I, I don't think if you, unless you earn something and you've worked for it, and you have a sense of pride about it, because while I did this in, you know, no one gave it to me. //A: Uh-huh. //B: You will take better care of that, and you will prize that possession.	prepositional	me/pp	it/pp	P	P	7	0.44839486	everybody/pn-one/pn	everybody/pn	5	0.67888254	one/pn	everybody/pn	one/pn	8
dat-4078	B: Uh, we have fifty acres. //A: Oh, my, well, then. //B: Oh, pardon me, we have forty, we gave ten to one of our children [laughter].	prepositional	child/nn	ten/mc	N	N	9	0.33494166	boy/nn-half/nn	boy/nn	3	0.6712744	half/nn	boy/nn	half/nn	3
dat-4079	B: Do you? Why? //A: Why? Well, if you took half the money that they would spend in the state of Texas for health insurance and gave it to qualified students to, so they could become doctors, the problem would go away. //B: You think the problem is not enough doctors?	prepositional	students/nn	it/pp	N	P	2	0.4786918	kids/nn-one/pn	kids/nn	5	0.67888254	one/pn	kids/nn	one/pn	8
dat-4080	B: I think first thing you ought to do is unplug your T V set and give it to the Salvation Army. //A: Well [laughter],	prepositional	army/nn	it/pp	N	P	1	-0.10209948	team/nn-one/pn	team/nn	5	0.67888254	one/pn	other	one/pn	8
dat-4081	A: [Laughter] Yeah. //B: I'm not much of a hunter, but, I've never even bought a gun myself. My dad's given it to me, or someone's given me one, so I'm probably real illegal. [laughter] I'm carrying guns that aren't even mine. //A: [Laughter] Yeah, it's, it's a hard decision to make.	prepositional	me/pp	it/pp	P	P	7	0.44839486	everybody/pn-one/pn	everybody/pn	5	0.67888254	one/pn	everybody/pn	one/pn	8
dat-4082	B: And you've probably never gardened in your life (( )). //A: -- I can't even grow an ivy. My grandfather gave me a plant once, that told, and he told me when he gave it to me that it was impossible to kill, you could freeze it, you could, you could dry it out, no matter what, you couldn't kill it. Well, I killed it pretty quick. //B: Yeah, I don't have too much of a green thumb either. So.	prepositional	me/pp	it/pp	P	P	7	0.44839486	everybody/pn-one/pn	everybody/pn	5	0.67888254	one/pn	everybody/pn	one/pn	8
dat-4083	B: Yeah. //A: my mother got a piano and, uh, vowed that someone in the family was going to learn, so we all had to take lessons, and I was the one that did the least poorly, so she gave it to me. //B: [Laughter]. //A: And it's sitting here mostly taking up space, but sometimes it makes you	prepositional	me/pp	it/pp	P	P	7	0.44839486	everybody/pn-one/pn	everybody/pn	5	0.67888254	one/pn	everybody/pn	one/pn	8
dat-4084	B: # And # although they're still, we still give ours to the girl scout troop at our church, uh, they do have curbside pickup in, over the entire county for newspapers. //A: Uh-huh.	prepositional	troop/nn	ours/pp	N	P	4	0.4199262	advance/vv-these/dd	advance/vv	14	0.09865228	these/dd	advance/vv	these/dd	3
dat-4085	contributors -- //A: Oh, really. //B: -- and they printed a list in the newspaper everybody that gave money to that campaign. //A: Oh, my.	prepositional	campaign/nn	money/nn	N	N	0	0.5033259	candidate/nn-discount/nn	candidate/nn	0	0.5298119	discount/nn	candidate/nn	discount/nn	3
dat-4086	B: # Uh. # //A: # that # the restaurant has, so it was like ten desserts on one plate and he just gave [laughter] it to us to eat, of course, we couldn't eat it,	prepositional	us/pp	it/pp	P	P	7	0.17421363	everybody/pn-one/pn	everybody/pn	5	0.67888254	one/pn	everybody/pn	one/pn	8
dat-4087	B: I want to say kidnap, I don't know why kidnapping sticks in my mind. //A: I don't know. //B: But, uh, yeah, I think they should give it to them, but I don't think they should keep them waiting in jail and let, having us pay for it for twenty years [laughter]. //A: No, if they going to give it to them, I think they should go ahead, you know, okay maybe a year or, you know, like that, two years, whatever. But twenty years, ten years on death, to me, that's worse for them, too. //B: Yeah.	prepositional	them/pp	it/pp	P	P	7	0.2620939	everybody/pn-one/pn	everybody/pn	5	0.67888254	one/pn	everybody/pn	one/pn	8
dat-4088	//A: and then the Iranian couldn't, he didn't want them, so he gave them to Alan, and Alan and his ((Dad)) had plans that night so they gave them to us, so he decided that some wealthy man tipped this Iranian, //B: With baseball tickets.	prepositional	alan/np	them/pp	N	P	13	0.52904487	fred/np-one/pn	fred/np	5	0.35194516	one/pn	fred/np	one/pn	8
dat-4089	And it might not be money, it might be, um, no taxes on our things, our computers going into their nation, it might come back in another way, but it would be come back. But because we're loaning it, I think that's the problem. And I don't mean [give it to everybody that asks. Use a lot of discernment. Don't give money to every nation].	prepositional	nation/nn	money/nn	N	N	4	0.46844876	advance/vv-discount/nn	advance/vv	0	0.5298119	discount/nn	advance/vv	discount/nn	3
dat-4090	And it might not be money, it might be, um, no taxes on our things, our computers going into their nation, it might come back in another way, but it would be come back. But because we're loaning it, I think that's the problem. And I don't mean [give it to everybody that asks. Use a lot of discernment. Don't give money to every nation].	prepositional	everybody/pn	it/pp	I	P	7	0.48638642	everybody/pn-one/pn	everybody/pn	5	0.67888254	one/pn	everybody/pn	one/pn	8
dat-4091	another friend in, uh, Costa Rica that, she was born there. She's Costa Rican. I guess I do know a little bit. I went to Mexico City one time and stayed. I have been there twice and stayed and, that, aw, that was just really sad. But, a lot of it though is their debt. I think that we should not loan them anymore money, that if we still want to give them money, give them money, quit loaning it to them. You're not going to get it back. Don't be indebted to anybody. Don't be the loaner or borrower. It's just not good. We need to, if we feel like we need to give them money then give it to them, but quit loaning all the money out. Which I don't think we are loaning anymore now, but that's how we got into a problem. If we got, the, we have, we went in the hole by us loaning them all of these billions of dollars. That's common sense, you could just look at it and say they're not going to be able to pay	prepositional	them/pp	it/pp	P	P	7	0.2620939	everybody/pn-one/pn	everybody/pn	5	0.67888254	one/pn	everybody/pn	one/pn	8
dat-4092	//A: and then the Iranian couldn't, he didn't want them, so he gave them to Alan, and Alan and his ((Dad)) had plans that night so they gave them to us, so he decided that some wealthy man tipped this Iranian, //B: With baseball tickets.	prepositional	us/pp	them/pp	P	P	7	0.17421363	everybody/pn-one/pn	everybody/pn	5	0.35194516	one/pn	everybody/pn	one/pn	8
dat-4093	B: Uh-huh. //A: And, uh, ((the)) really what given it was given to them by Congress. //B: Yeah. But, Congress [cough] never really had the right to give it to them, is the, is the real argument. //A: Right.	prepositional	them/pp	it/pp	P	P	7	0.2620939	everybody/pn-one/pn	everybody/pn	5	0.67888254	one/pn	everybody/pn	one/pn	8
dat-4094	A: Oh, that will be good. //B: ((Put lights)) and stuff so, you know, if I'm not going to get the money for aluminum, I would just assume give it to the city of Flower Mound. //A: Sure. //B: to do something with, you know.	prepositional	city/nn	it/pp	N	P	1	0.33092293	team/nn-one/pn	team/nn	5	0.67888254	one/pn	team/nn	one/pn	8
dat-4095	B: It was a lot nicer than I expected. //A: My daughter, uh, got a few calls at home. She talked to some student in, I guess they give them to computer students, too, in, uh, Virginia, something like that. She's talked to two students. //B: I've talked to, I don't think they were students, one, I think, worked at a university, university --	prepositional	students/nn	them/pp	N	P	2	0.4786918	kids/nn-one/pn	kids/nn	5	0.35194516	one/pn	kids/nn	one/pn	8
dat-4096	A: Oh yeah, no, that's not right. It's really an illness, or whatever you want to say that it is. You know, it's a weakness and all, and who, all of us have weaknesses of one kind or another. And I think that those people that have that and however they got into it, I have children, I always worry about the, the classical thing that you see on T V, where the drug pushers give it to the kids for free, you know, and get them sucked in, and then they sell it to them. You know --	prepositional	kids/nn	it/pp	N	P	2	0.6238054	kids/nn-one/pn	kids/nn	5	0.67888254	one/pn	kids/nn	one/pn	8
dat-4097	A: -- uh, a friend of mine from Denmark hand appliqu3ed one for each child. //B: How nice. //A: And, I mean, they look today as new as they did when they gave them to, she gave them to us, and there's a ring and you buy a present, //B: Oh, I see. //A: and you wrap the present up, and I mean, the presents have gone from the	prepositional	us/pp	them/pp	P	P	7	0.17421363	everybody/pn-one/pn	everybody/pn	5	0.35194516	one/pn	everybody/pn	one/pn	8
dat-4098	B:  -- and there's too many companies out there that are willing to give them to you and get you dra-, get you trapped. I mean you can always file bankruptcy to get out of it, but that's a lot of pain and hassle. When, you know in the olden days when my parents were growing up and we couldn't afford everything, we didn't have such things as credit cards. We just waited until time come around that	prepositional	you/pp	them/pp	P	P	7	0.17207849	everybody/pn-one/pn	everybody/pn	5	0.35194516	one/pn	everybody/pn	one/pn	8
dat-4100	B: Yeah, I think the, the Americans that I know who are, are, are sort of anti-tax, (( )) seem anti-tax because they're distrustful of the government will spend their money wisely. And the sense is, I can spend the money on myself, if I gave it to the government they would just waste it. Seems to be a, not an attitude I hear is a lot of people, //A: Huh.	prepositional	government/nn	it/pp	N	P	4	0.18347439	advance/vv-one/pn	advance/vv	5	0.67888254	one/pn	advance/vv	one/pn	8
dat-4101	B: And you give them to a thousand peasants. You don't even have to train them. //A: Right.	prepositional	peasant/nn	them/pp	N	P	5	0.49758747	people/nn-one/pn	people/nn	5	0.35194516	one/pn	people/nn	one/pn	8
dat-4102	the mail -- //A: Uh-huh. //B: -- I, you know, my, my name being sold if I, if I give money to the World Wil-, Wildlife Federation, you know, it's a, it's a -- //A: Uh-huh.	prepositional	wwf/np	money/nn	N	N	12	0.033670727	student/nn-discount/nn	student/nn	0	0.5298119	discount/nn	student/nn	discount/nn	3
dat-4103	B: And, and, and it was posted, you know, above her bed not to give her penicillin and, but, //A: # And they gave it to her anyway. # //B: # but, but they gave it to her # anyway and jus-, she just about died. //A: We had, my grandfather had Alz-, Alzheimer's disease, //B: # Um. #	prepositional	her/pp	it/pp	P	P	7	0.21008055	everybody/pn-one/pn	everybody/pn	5	0.67888254	one/pn	everybody/pn	one/pn	8
dat-4104	A: And you can tell, by the number of people that would have her come and, and spend the day. Uh, my goodness, she went out on one job, she was only seventeen. I can't believe the lady gave it to her. She said she interviewed nineteen people and, //B: Oh, my.	prepositional	her/pp	it/pp	P	P	7	0.21008055	everybody/pn-one/pn	everybody/pn	5	0.67888254	one/pn	everybody/pn	one/pn	8
dat-4106	A: Yeah, well it costs, uh, so much in taxes here, //B: Uh-huh. //A: and, uh, even if they do give money to the poorer school districts, I don't think it's going to lower my taxes at all. //B: I know it, I mean, I look at high schools like, um, what was the one in Richardson, J J Pearce High School that just won the national academic, some	prepositional	district/nn	money/nn	N	N	1	0.15860188	team/nn-discount/nn	team/nn	0	0.5298119	discount/nn	team/nn	discount/nn	3
dat-4107	B: I've had a lot of good service out of that car, but, uh, uh, I finally gave it to my son and he drove it literally into the ground, you know [laughter]. //A: Yeah.	prepositional	son/nn	it/pp	N	P	10	0.19673724	mother/nn-one/pn	mother/nn	5	0.67888254	one/pn	mother/nn	one/pn	8
dat-4108	B: Um. //A: And I asked him, uh, what are you doing with that? And he says, ''My father gave it to me.'' And I didn't believe it for a minute. //B: Uh-huh [laughter]. //A: Um, [smack] so, uh, but, uh, you know, the, not a lot I could do	prepositional	me/pp	it/pp	P	P	7	0.44839486	everybody/pn-one/pn	everybody/pn	5	0.67888254	one/pn	everybody/pn	one/pn	8
dat-4110	A: I mean, not, not to this large scale as Iraq, but that, //B: Uh-huh. //A: whenever we give arms to people, a-, as we did, and as we sold arms to, [throat_clearing] pardon me, to Iraq, when we wanted them to fight Iran, //B: Uh-huh, uh-huh.	prepositional	people/nn	arms/nn	N	N	5	0.6054048	people/nn-live/nn	people/nn	10	0.28423882	live/nn	people/nn	live/nn	3
dat-4111	spend the time, it takes a lot of time if he, if he thinks it's going to be two hours, it's four if, you know, whatever, it always takes him twice as long. But then when he's finished he's, he always says, well, now you owe me three hundred dollars [laughter]. And then he thinks that he has the money that, that he can spend on something and he hasn't given it to someone else. //B: Yeah. //A: So, he gets some satisfaction out of that although, generally I think he,	prepositional	someone/pn	it/pp	I	P	11	-0.124683365	person/nn-one/pn	person/nn	5	0.67888254	one/pn	other	one/pn	8
dat-4112	B: Well, my, my brother raises, my brother raises Labs. //A: I see. //B: And he gave one to, uh, he gave one to me several years ago -- //A: Uh-huh. [noise] {Sounds like ice in glass}. //B: -- and she was, she was just the sweetest little thing --	prepositional	me/pp	one/pn	P	I	7	0.44839486	everybody/pn-one/pn	everybody/pn	5	0.6876098	one/pn	everybody/pn	one/pn	8
dat-4113	good ones out of there. //B: Uh-huh. //A: People giving it to me for two cents. I, uh, that's okay. //B: Right. //A: Turn around and sell it for fifteen dollars [laughter].	prepositional	me/pp	it/pp	P	P	7	0.44839486	everybody/pn-one/pn	everybody/pn	5	0.67888254	one/pn	everybody/pn	one/pn	8
dat-4115	A: So I mean, wh-, you know, what's the story on them? You know, are you going to let them have it? Well, of course they're going to get it. You know, all you've got to do is have a nice big bank account balance and they'll give it to you. //B: Yeah. I, uh, I also run a little business out of my home on the side. What's the nature of yours?	prepositional	you/pp	it/pp	P	P	7	0.17207849	everybody/pn-one/pn	everybody/pn	5	0.67888254	one/pn	everybody/pn	one/pn	8
dat-4116	who was going to, who just charged me what the dealer was going to give, give him for it for a trade-in, and, uh, it had a whole lot of miles on it. I, I figured maybe I'd get one or two years out of it, an I, an I did get a couple of good years out of it and the, uh, the engine messed up on me and then I gave it to a guy to repair who works for the aut-, for the Audi dealer and, uh, he took the engine apart and, you know, he just said he couldn't fix it so the engine never got put back together again.	prepositional	guy/nn	it/pp	N	P	11	0.3045695	person/nn-one/pn	person/nn	5	0.67888254	one/pn	person/nn	one/pn	8
dat-4117	maybe they could pay people for doing this, at least something, so they co-, could subsist. //B: Well that's true. America's paying all this money to have other people give, uh, aid to other countries, so they could be paying their own people and training their own people at the same time. //A: Yeah.	prepositional	countries/nn	aid/nn	N	N	2	0.5652321	kids/nn-service/nn	kids/nn	4	0.13954285	service/nn	kids/nn	service/nn	3
dat-4118	B: Yeah right, ye-, you take some of the batter out and give it to someone else and that's how they continue the thing. //A: Yeah, yeah, yeah. I know, it sounds, it always sounded, I don't know how safe that was [laughter].	prepositional	someone/pn	it/pp	I	P	11	-0.124683365	person/nn-one/pn	person/nn	5	0.67888254	one/pn	other	one/pn	8
dat-4119	B: I want to say kidnap, I don't know why kidnapping sticks in my mind. //A: I don't know. //B: But, uh, yeah, I think they should give it to them, but I don't think they should keep them waiting in jail and let, having us pay for it for twenty years [laughter]. //A: No, if they going to give it to them, I think they should go ahead, you know, okay maybe a year or, you know, like that, two years, whatever. But twenty years, ten years on death, to me, that's worse for them, too. //B: Yeah.	prepositional	them/pp	it/pp	P	P	7	0.2620939	everybody/pn-one/pn	everybody/pn	5	0.67888254	one/pn	everybody/pn	one/pn	8
dat-4120	A: Uh-huh. //B: -- of course, T I, I'm sure, if they ever went to uniforms they're not going to just give them to you. //A: [Laughter] That's (( )), //B: [Laughter] But now some of the people around here do wear uniforms, you	prepositional	you/pp	them/pp	P	P	7	0.17207849	everybody/pn-one/pn	everybody/pn	5	0.35194516	one/pn	everybody/pn	one/pn	8
dat-4121	saved aluminum, just absolutely forever, and, uh, I'm saving, uh, paper now and glass. Our biggest problem is that no one will take the paper. It gets really difficult to find someone. In fact, now I'm donating it to a local church, and by giving it to them, they take it at masse and then our junk dealer gives them ten dollars just because they've, they're a church and he writes it off as a donation. But it's a real problem with, with the paper to find that outlet for it after you've got it stacked up. //B: Yeah, that's, uh, it's been a problem that I've noticed a lot in print,	prepositional	them/pp	it/pp	P	P	7	0.2620939	everybody/pn-one/pn	everybody/pn	5	0.67888254	one/pn	everybody/pn	one/pn	8
dat-4122	A: Yeah. I, that, that I, that I will give credit to, to our, our company for in that, that, I think there's, there's a couple of levels of tests in terms of, of, uh, of drugs. And e-, e-, essentially the first thing is t-, is on the order of (( )) paper in the urine and, uh, or some, you know, it's not quite that simple, but it's fairly simple.	prepositional	company/nn	credit/nn	N	N	8	0.51601124	business/nn-discount/nn	business/nn	0	0.5281171	discount/nn	business/nn	discount/nn	3
dat-4123	A: giving for a couple years of their lives or, or, uh, a ((honestly)) purely giving but, but some sort of equitable exchange, then at least the country would have gotten two years from them where, um, they would have given something to the country instead of take, taking away all their lives.	prepositional	country/nn	something/pn	N	I	4	0.49652928	advance/vv-one/pn	advance/vv	5	0.67446834	one/pn	advance/vv	one/pn	8
dat-4124	B: # and # let them get on with it instead of tying their hands, which I felt like was not the case in the Vietnam war but was entirely the opposite in the case of the Iraqi war where they more or less gave it to Schwartzkopf and, and the rest of the military units and just says, hey, look, handle it,	prepositional	schwartzkopf/np	it/pp	N	P	4	0.32265624	advance/vv-one/pn	advance/vv	5	0.67888254	one/pn	advance/vv	one/pn	8
dat-4125	B: Well you know, that's what's happened to me. //A: # There's, # //B: # I # got my appraisal, well we get them up here, they give them to you three years out. //A: Uh-huh.	prepositional	you/pp	them/pp	P	P	7	0.17207849	everybody/pn-one/pn	everybody/pn	5	0.35194516	one/pn	everybody/pn	one/pn	8
dat-4126	B: Holy smoke. //A: I mean, just pulling them as fast as you can. We usually give them to everybody.	prepositional	everybody/pn	them/pp	I	P	7	0.48638642	everybody/pn-one/pn	everybody/pn	5	0.35194516	one/pn	everybody/pn	one/pn	8
dat-4127	A: Yeah. //B: And that was nice and I liked that and I would hope that I would be able to give that to my kids. //A: Uh.	prepositional	kids/nn	that/dd	N	D	2	0.6238054	kids/nn-one/pn	kids/nn	5	0.4443067	one/pn	kids/nn	one/pn	8
dat-4128	A: And the rest of the partners all got up in arms about it. And Michael met with them and said, and said you know, we got to do something about this. We need to make a proposal that somebody else be the leader, and he kind of elected himself. And everybody else went along with it, and they, they, uh, gave it to Leland and he hit the roof. And, um, he and Brackman talked about it and, and Brackman decided to try and do away with him, so he fired him because he, he violated one of their policies of going behind a senior partner's back or something. So they fired him. They chased him off with the security guards.	prepositional	leland/np	it/pp	N	P	13	0.50233394	fred/np-one/pn	fred/np	5	0.67888254	one/pn	fred/np	one/pn	8
dat-4129	A: But at the same time I really, it would break my heart to give her to a stranger right now. And, //B: I think it does when, when they are real little and they are changing every	prepositional	stranger/nn	her/pp	N	P	11	0.09959285	person/nn-these/dd	person/nn	14	-0.1615549	these/dd	person/nn	other	NA
