Token.ID	Context	Variant	Recipient.lemma	Theme.lemma	Recipient.type	Theme.type	Recipient.cluster_number	cluster_combo	Recipient.medoid_label	Recipient.silhouette	Theme.cluster_number	Theme.medoid_label	Theme.silhouette	Recipient.medoid	Theme.medoid
dat-3517	A: -- they give you that ten, uh, //B: [Throat_clearing]. //A: that hundred thousand mi-, mile, five year warranty --	ditransitive	you	warranty	P	N	10	anything-discount	anything	0.28544724	10	discount	0.5178486	anything	discount
dat-3518	B: #Yeah.# //A: -- not employed outside of the home either, so #I,# //B: #So# that gives you a little more time to do that, yeah. I, I have an application in with American right now for flight attendant, actually, so -- //A: [Lipsmack] Oh. //	ditransitive	you	time	P	N	10	anything-minute	anything	0.28544724	8	minute	0.69093436	anything	minute
dat-3519	B: Um, I'm in favor of that. I think that, you know, every parent, I think if we were given so much money in a voucher and we're able to choose which schools to take our children to, I think that would put competition between the schools and give the teachers some incentives to make, you know, to do a better job and the principals to have their schools being better, and, and I think it would put a lot of pressure that's needed on the education, uh, folks, so that they would, you know, do better rather than just getting into their jobs and getting their tenure and not having to put forth a lot. I	ditransitive	teacher	incentive	N	N	4	teacher-discount	teacher	0.34575135	10	discount	0.21658732	teacher	discount
dat-3520	A: And so that -- //B: -- pretty much that time. //A: -- kind of gives him, uh, time with his dad, then. //B: Yeah, that's true, yeah. //A: gives him a little bit of that individual time. //B: But, but it is hard, once they get that age, I mean, their friends are the most important thing there is.	ditransitive	him	time	P	N	1	myself-minute	myself	0.2585908	8	minute	0.69093436	myself	minute
dat-3521	B: -- you know, like, uh, just like a friend of mine used to tell me, he goes, uh, if you work out with free weights, you know, and a car falls on you, think the free weights going to give you better, uh, [laughter] better idea -- //A: [Laughter] Yeah.	ditransitive	you	idea	P	N	10	anything-experience	anything	0.28544724	6	experience	0.31050268	anything	experience
dat-3522	that I've, you know, kind of had some sympathy for is, though, that, you know, when you have someone that's, you know, that, that, that's, you know, that you are going to be stuck, is going to be stuck with life imprisonment, you know, or two hundred and fifty years, you know, none of it served, you know, at the same time, that, you know, to give them the choice of having the death penalty.	ditransitive	them	choice	P	N	1	myself-thrust	myself	0.32372108	0	thrust	0.3011847	myself	thrust
dat-3523	B: -- uh, I, my job has most of the benefits I want. Uh, what I really like is, I like being, like they send me to conferences for instance, but probably not as much as I'd like but, uh, you know, that's just nice being, you know, having a company being able to give you time to do that sort of thing and sort of, uh, they also, a really important thing to me is when they, uh, they pay for continuing education. Like, I, I get night courses that they they'll cover right now and that's really good ((yeah)).	ditransitive	you	time	P	N	10	anything-minute	anything	0.28544724	8	minute	0.69093436	anything	minute
dat-3524	pay our teachers so little. //A: Uh-huh. //B: And we give them so much, so, such a small budget to work with. //A: Uh-huh. //B: And with, you know, with a virtually nonexistent budget they have to supply	ditransitive	them	budget	P	N	1	myself-discount	myself	0.32372108	10	discount	0.3732115	myself	discount
dat-3525	themselves, they will, they will learn well. For example, if you t-, deal with, uh, math scores, uh, U S math scores are, um, I don't know, seventeenth out of twenty-three industrialized nations. We're really low. I mean I'd be really even surprised if they were that high. These are, these are scores on standardized tests and yet if you, uh, give American students the question, I am good at math, they'll rank themselves much higher than will, for example, Korean students who do much better at math. And a, [lipsmack] a number of educational theorists, uh, pre-, predominately conservative, or they're called conservative because they think this I suppose, say that the problem is that	ditransitive	students	question	N	N	NA	NA-experience	NA	NA	6	experience	0.17144993	NA	experience
dat-3526	B: -- can give you idea of the character of the school. Uh, whether you, you know, in one sense, whether you've got a spirit of innovation and excellence or whether you've got a, a spirit of, somewhat unkind, but -- //A: Uh-huh.	ditransitive	you	idea	P	N	10	anything-experience	anything	0.28544724	6	experience	0.31050268	anything	experience
dat-3527	maybe a preschool a couple of hours a day for the older one next year -- //B: Uh-huh. //A: -- uh, just to give him a little more time with other kids and to give my wife a little more time with the, the baby. //B: Right.	ditransitive	wife	time	N	N	5	husband-minute	husband	-0.034843646	8	minute	0.69093436	other	minute
dat-3528	commission's not a, the full ten percent or whatever it is and -- //A: Uh-huh. //B: -- it gives you a different [laughter] perspective on what people do. //A: Uh-huh, uh-huh. Well those travel magazines, are that, more or less, show you different countries that you could go to or, //	ditransitive	you	perspective	P	N	10	anything-experience	anything	0.28544724	6	experience	0.4351549	anything	experience
dat-3529	of calculators and pocket computers and add it all up. It was, //B: Right, the, the jurors request an I B M three seventy [laughter]. //A: Yeah, right, would you give me an I, I, I D M S system or something like that?	ditransitive	me	system	P	N	1	myself-access	myself	0.13377228	1	access	0.23066123	myself	access
dat-3531	A: Right. //B: And if they can test the teachers, that gives them the full right to test the kids.	ditransitive	them	right	P	N	1	myself-thrust	myself	0.32372108	0	thrust	0.30596033	myself	thrust
dat-3532	B: Uh-huh. //A: -- when we got it and the problem is it's the fully loaded gives the car more chances for things to go wrong [laughter] -- //B: Uh-huh. //	ditransitive	car	chance	N	N	2	company-experience	company	0.33928275	6	experience	0.13142924	company	experience
dat-3533	B: #Yeah.# Wh-, what happens if you were to fail? Then do they give you like one ch-, one more chance or two more #chances?#	ditransitive	you	chance	P	N	10	anything-experience	anything	0.28544724	6	experience	0.13142924	anything	experience
dat-3535	B: [T V] Oh, I like it. I, I, I have a foreign, actually I have more than one foreign automobile. And I, I, I find the, uh, I find the, the nondecimal system with all the halves and quarters, I was trying to build a shed and they give you these measurements like forty-two and three eighths inches and we had to go a little less and trying to figure what's less than three eighths, uh ...	ditransitive	you	measurement	P	N	10	anything-transfusion	anything	0.28544724	7	transfusion	0.2563297	anything	transfusion
dat-3536	B: And there's some things, some programs that just don't seem to be working at all. Uh, an awful lot of the social programs and welfare programs. They're just seem to be self perpetuating and, uh, certainly in a lot of the state and local regulations that are involved just force individuals into perpetuating the same activity and gives them no incentive whatever to solve their own problems.	ditransitive	them	incentive	P	N	1	myself-discount	myself	0.32372108	10	discount	0.21658732	myself	discount
dat-3537	peeves. I came up with a brilliant idea how we could reduce the, the budget. //A: Uh-huh. //B: Very simple. give, uh, uh, uh, government employees the average number of, uh, holidays as the, uh, //A: [Laughter].	ditransitive	employees	number	N	N	NA	NA-worth	NA	NA	9	worth	0.2776822	NA	worth
dat-3538	A: -- that a lot of programs that'll help you budget your money, and, uh, it's kind of really neat, because it does a lot of things for you, as far, it gives you all your graphs and your charts and stuff, and show you where you're spending money.	ditransitive	you	graph	P	N	10	anything-list	anything	0.28544724	12	list	0.18033561	anything	list
dat-3539	A: baby sitters are just really hard to come by, an-, especially real good ones and, you know, ones that, uh, don't keep that many children and give them the individual attention that I think they need, and that kind of thing --	ditransitive	them	attention	P	N	1	myself-thrust	myself	0.32372108	0	thrust	0.26181197	myself	thrust
dat-3540	A: Well it's just the SOURCE BOOK PROJECT. Uh, it gives you a short, uh, synopsis of, of whatever they're talking about and then it gives you all the sources that you can look up,	ditransitive	you	synopsis	P	N	10	anything-broadcast	anything	0.28544724	4	broadcast	0.42895895	anything	broadcast
dat-3541	A: Well it's just the SOURCE BOOK PROJECT. Uh, it gives you a short, uh, synopsis of, of whatever they're talking about and then it gives you all the sources that you can look up,	ditransitive	you	sources	P	N	10	anything-NA	anything	0.28544724	NA	NA	NA	anything	NA
dat-3542	A: That's very, very interesting, //B: Um. //A: gives you a whole new perspective of the police department. //B: There, there is lots of stories out there about people, what they've done out of, you know, stop on the highway and stop someone, uh, just because there was an accident one way or the other.	ditransitive	you	perspective	P	N	10	anything-experience	anything	0.28544724	6	experience	0.4351549	anything	experience
dat-3543	A: # the # school that I'm going to is, I went and talked to the people in the school, and they gave me information which I could not have gotten otherwise, and the, that really finalized my decision.	ditransitive	me	information	P	N	1	myself-activity	myself	0.13377228	13	activity	0.20973288	myself	activity
dat-3544	B: Uh, but, eh, eh, I believe that, uh, you know, the Constitution gives, uh, the individual the right to own firearms, for, you know, for their, whatever their own purposes are.	ditransitive	individual	right	N	N	11	theory-thrust	theory	0.22586516	0	thrust	0.30596033	theory	thrust
dat-3545	A: #And that# that, they couldn't, they found that they could not -- //B: Uh-huh. //A: -- you know, give her the hygienic care and everything that she needed. //B: Uh-huh. Well, then, then there's almost, then there's almost no, no, uh, uh, choice left to her then [noise].	ditransitive	her	care	P	N	1	myself-access	myself	0.3515005	1	access	0.34408045	myself	access
dat-3546	A: Uh-huh. //B: and I go up and help him, you know, work in the store and stuff like that and it, it's amazing the number of people that are buying guns, and the reason they're buying them is they want to give their wife one to carry in the car with them -- //A: Right.	ditransitive	wife	one	N	I	5	husband-one	husband	-0.034843646	14	one	0.6461798	other	one
dat-3547	just wrote down the names of the months and then we all drew for, uh, a month and everyone in the guild makes a block for the, the person who's turn it is that month and we have the, uh, privilege of selecting a pattern or, of colors or providing the material and the pattern or some of them just say, uh, for instance the December is what they call a Christmas sampler and she gave us one piece of, uh, fabric to use in it and then we have to come up with something else to go with it and when they are all put together, needless to say, they've got enough for a block and our guild has grown now to where we have twenty members.	ditransitive	us	piece	P	N	1	myself-list	myself	0.3100408	12	list	0.087928675	myself	list
dat-3548	of driving. I do feel like I have, uh, more control -- //A: Uh-huh. //B: -- over the car and it, it, to me, it gives me more, a lot more control in snow and ice -- //A: Uh-huh.	ditransitive	me	control	P	N	1	myself-access	myself	0.13377228	1	access	0.18865179	myself	access
dat-3549	A: That's right. //B: [Laughter] I think it's kind of absurd, you know, the fact that, you know, they don't really, they don't really give, you know, the original artist, or the original composer, //A: No.	ditransitive	artist	credit	N	N	4	teacher-discount	teacher	0.35808763	10	discount	0.4551688	teacher	discount
dat-3550	A: over there to pick up, uh, my son about two-thirty. And he gets out at two-forty-five, and that gives me a little bit of time to get parked, and then I wait for, be-, between kids. Rather than drive all the way home, I wait a little while, and, and at two-thirty, I mean at three-thirty, my daughter gets out. And we usually let them play if the weather's nice. Play outside until the traffic dies down, and then we go home. So I'm	ditransitive	me	time	P	N	1	myself-minute	myself	0.13377228	8	minute	0.69093436	myself	minute
dat-3551	B: # on several # things and, you know, your credit ap and th-, all, all they ever need you to do is give them permission to, to pull a credit thing on, on yourself and there it is. That's all they really care about.	ditransitive	them	permission	P	N	1	myself-jurisdiction	myself	0.32372108	5	jurisdiction	0.10321423	myself	jurisdiction
dat-3552	A: found the, also that, uh, I don't think that waitresses, I, yeah, I was in a survey when I lived in Orlando, uh, had a, was in a survey o-, restaurants [bird_squawk] and, uh, [lipsmack] the, I, a lot of the waiters and waitresses think, you know, when women come in that, that women are lousy tippers and that's why they don't give them as good a service as they do a couple [bird_squawk] or [noise] something like that. But, I don't think that's true. I think women, to,	ditransitive	them	service	P	N	1	myself-access	myself	0.32372108	1	access	0.45224825	myself	access
dat-3553	A: Uh, I think another thing, it gives them the feeling of, of, uh, the importance of their position,	ditransitive	them	feeling	P	N	1	myself-experience	myself	0.32372108	6	experience	0.48605257	myself	experience
dat-3554	B: And that gives them time to see, uh, pitching at a higher speed, you know. //A: Uh-huh. How, do, so do they have a, a program at all for young kids there for baseball, [noise] or is soccer the biggest thing or,	ditransitive	them	time	P	N	1	myself-minute	myself	0.32372108	8	minute	0.69093436	myself	minute
dat-3555	A: uh, gave us a place to stack things during the day so that was real nice. But, uh, we, uh, like, my in-laws also had a camper, or, uh, a pop up tent, you know, one of those trailer tops and those are really nice too. A little more, uh, luxurious, so to speak, [laughter] but not much [laughter].	ditransitive	us	place	P	N	1	myself-drainage	myself	0.3100408	2	drainage	0.15026349	myself	drainage
dat-3556	A: Right. //B: -- then I think it, it is hard. It's, um, I think one of the nice things about holidays is that, you know, it does give you the opportunity to spend more time -- //A: Slow down a little bit.	ditransitive	you	opportunity	P	N	10	anything-thrust	anything	0.28544724	0	thrust	0.1706375	anything	thrust
dat-3557	B: #Uh-huh.# //A: -- #so# much I don't think they realize and I, uh, [lipsmack] I, I think it gives you a better perspective, //B: [Noise]. //A: on life and, uh, it gives you a little bit, uh, more a glimpse of the, the real world #and# -- //B: #Yeah.#	ditransitive	you	glimpse	P	N	10	anything-broadcast	anything	0.28544724	4	broadcast	0.19738156	anything	broadcast
dat-3558	A: -- there is not a lot of time to, uh, for me I feel to spend as much time with the up dates as I would like to. I think I probably get more of it from Lee because he works out of our home and, uh, can give me information [laughter] about what might have happened that day if he watched the afternoon MCNEIL LEHRER. //B: How do you feel about the authenticity of these various, uh, methods of,	ditransitive	me	information	P	N	1	myself-activity	myself	0.13377228	13	activity	0.20973288	myself	activity
dat-3559	A: Oh, is that right. //B: That's what drove me bananas, because, you know, I'm going to the hardware store saying give me plastic pipe and -- //A: Yes. //B: -- and cement --	ditransitive	me	pipe	P	N	1	myself-drainage	myself	0.13377228	2	drainage	0.11434261	myself	drainage
dat-3560	B: Yeah, this, this program, you know, encompasses everything, but, you know, I thought, you know, it's not an instant dismissal if you are found to be taking drugs, which I think, you know, is good and is good on T, T I -s part. As I said, I think they give you three chances, you know --	ditransitive	you	chance	P	N	10	anything-experience	anything	0.28544724	6	experience	0.13142924	anything	experience
dat-3561	A: #Right.# It kind of gives you the whole story or more of the story.	ditransitive	you	story	P	N	10	anything-broadcast	anything	0.28544724	4	broadcast	0.3870239	anything	broadcast
dat-3562	B: And, um, what they do is they, they give you, uh, [lipsmack] about a five to ten minute news, uh, broadcast and then,	ditransitive	you	broadcast	P	N	10	anything-broadcast	anything	0.28544724	4	broadcast	0.48787868	anything	broadcast
dat-3563	B: Yeah, it, it is, I think, just hard to leave them because nobody will give them the kind of care their own [laughter] families will. //A: Well, and you know their, kind of their schedules and you know if they're upset and that type of a deal.	ditransitive	them	care	P	N	1	myself-access	myself	0.32372108	1	access	0.34408045	myself	access
dat-3564	B: -- and, uh, we, we struggle to, uh, I do anyway, not to work so much that I, I don't give them time, you know, being with them and stuff like that. Uh, sometimes it'd be just nice to come to the office and, and work straight through without, you know, uh, spending time with them, but I like, you know, I like to spend time with them and be with the kids and all like that.	ditransitive	them	time	P	N	1	myself-minute	myself	0.32372108	8	minute	0.69093436	myself	minute
dat-3565	A: So, uh, [inhaling] and I think that, that, uh, they also give you a sense of, of somebody is depending on you. You've got to do something for them or, or they, uh, they suffer. //B: That's true.	ditransitive	you	sense	P	N	10	anything-experience	anything	0.28544724	6	experience	0.43089136	anything	experience
dat-3566	B: That's right, yeah. //A: Uh, I think the government should subsidize some of it, you know, to give the parents, you know, some break on the money portion of it. //B: Well, I mean, they, they, yeah, they, the issue is whether they can take it off of their taxes or whether the government decides which centers are	ditransitive	parents	break	N	N	NA	NA-broadcast	NA	NA	4	broadcast	0.46965617	NA	broadcast
dat-3567	B: -- they give you extra containers that you, that you can put things into so you, you don't have to go out and buy your own garbage cans and things like that. //@@A: Huh. You, you have a very distinctive accent. Uh, where are you from	ditransitive	you	containers	P	N	10	anything-NA	anything	0.28544724	NA	NA	NA	anything	NA
dat-3568	A: -- uh, just to give him a little more time with other kids and to give my wife a little more time with the, the baby.	ditransitive	him	time	P	N	1	myself-minute	myself	0.2585908	8	minute	0.69093436	myself	minute
dat-3569	B: and the late edition which comes out at three. And just to give you an idea of what I meant by pandering. It's like sometimes they, their news for the news for the incredible stupid or comatose. //A: ((Wow)).	ditransitive	you	idea	P	N	10	anything-experience	anything	0.28544724	6	experience	0.31050268	anything	experience
dat-3570	A: You have different telephone numbers that you can dial, and then you dial in an access code and it will, depending on what topic you called in to hear about whether it was the news or the weather or a soap opera update, it will give you, um, updated information. So, that can give you, you know, current news updates, current weather updates, things like that and it's, it's offered through the local phone company free of charge. So, that's, //B: Huh.	ditransitive	you	update	P	N	10	anything-broadcast	anything	0.28544724	4	broadcast	0.47142574	anything	broadcast
dat-3571	A: that just was, //B: #Yeah.# //A: #all# but frozen and it gave us the worse headaches we've ever had in our lives it was so nice just to at least get #clean,# //B: #Uh-huh.#	ditransitive	us	headache	P	N	1	myself-transfusion	myself	0.3100408	7	transfusion	0.55880165	myself	transfusion
dat-3572	you're going to go to our schools and do all of this, speak our language. //B: I think so, too. //A: I really do. And it's only fair to the children. I think making, giving the children an out that they don't have to speak English, is just encouraging them to drop out later on, because they'll never make it through high school.	ditransitive	child	out	N	N	3	kid-one	kid	0.30523363	14	one	0.36819866	kid	one
dat-3573	B: -- this isn't something I want to do, but, uh, you're right, it would give everybody a better perspective of, uh, you know, ourselves and what we have, maybe make us appreciate what we have a little more so,	ditransitive	everybody	perspective	I	N	10	anything-experience	anything	0.259995	6	experience	0.4351549	anything	experience
dat-3574	B: -- would be the, uh, the availability of the health insurance and the availability of, uh, you know, being able to transfer around, inside the organization without having, you know, when they cut off a system and they don't just can everybody that is working on it, like some companies I know of. You know, they give you an opportunity to either transfer into an on going, on going project. //A: So you work for it T I then [music]. {pause} You can't say?	ditransitive	you	opportunity	P	N	10	anything-thrust	anything	0.28544724	0	thrust	0.1706375	anything	thrust
dat-3575	B: Because, you know, say shampoo bottles I think was the example they gave there's no, they don't even give you any ind-, occasion of what kind of plastic that is [breathing]. And you just can't throw that in with your,	ditransitive	you	indication	P	N	10	anything-activity	anything	0.28544724	13	activity	0.2911286	anything	activity
dat-3576	and -- //A: Uh-huh. //B: -- you know, it gives you some strokes there that you may not get otherwise, because I'm cooped up in the house all day. And um, I would like to have, what I would really like to have is an aquarium and have some really nice fish.	ditransitive	you	stroke	P	N	10	anything-transfusion	anything	0.28544724	7	transfusion	0.6016457	anything	transfusion
dat-3577	B: Uh-huh. //A: -- women are more usually deceived. Yo-, I feel like, I don't think that's necessarily a bad thing, because God gave us husbands and fathers -- //B: Yeah. //A: -- to help look out for us. But I know that during the day, the, when the	ditransitive	us	husband	P	N	1	myself-list	myself	0.3100408	12	list	0.08714697	myself	list
dat-3578	fairly frequent basis, over a, over a gin and tonic sort of thing. //A: Yeah. Right. //B: Uh, and that probably gives us a better insight as to the city of Raleigh than, than the paper would have anyway. //A: My wife and I, you know, as mentioned, the question was, uh, do you get it from people too. And, and, I can say the same thing you do that, uh, my wife	ditransitive	us	insight	P	N	1	myself-experience	myself	0.3100408	6	experience	0.3666585	myself	experience
dat-3579	@A: Uh, can you give me your ideas on, uh, what you think about the budget. //B: Well, on the budget I'm not for sure I wouldn't, um, start off first of all by putting a limit on the members of congress, and then maybe we could get some new people in there to work on it. But other than the budget, I think	ditransitive	me	ideas	P	N	1	myself-NA	myself	0.13377228	NA	NA	NA	myself	NA
dat-3580	B: So, when he [laughter], when he request this I always tell him he has to take the kids for an hour. And it really only takes about fifteen or twenty minutes to do [laughter] but it gives me forty-five minutes to sit by myself where it's quiet.	ditransitive	me	minute	P	N	1	myself-minute	myself	0.13377228	8	minute	0.68875045	myself	minute
dat-3581	B: # I # can't say that I've kept up too much with it. I know that the Colombians for awhile, we were trying to do something to give them the incentive to get out of the drug trade. And there was a lot of assassinations and killings and that sort of thing going on down there, because they were trying to cleanup the mobster crowd.	ditransitive	them	incentive	P	N	1	myself-discount	myself	0.32372108	10	discount	0.21658732	myself	discount
dat-3582	A: Yeah, me too. I know exactly what [laughter]. //B: We've actually, uh, uh, tried, uh, budgeting is very important to us. We, we try it every month, and, um, I think it's good, I mean, it gives us a sense of, uh, uh, of, of staying in some semblance of control, but, uh, we, we do have, uh, we never seem to be able to stick with it. //A: No, it's really hard to do that. I mean, it's [laughter] I don't know, I	ditransitive	us	sense	P	N	1	myself-experience	myself	0.3100408	6	experience	0.43089136	myself	experience
dat-3583	B: -- to that thing, yeah, yeah, and one of the, uh, the last time they went up, a friend of his wanted to go, and Chris didn't want to go, so the friend David went, and he went and bought one of the low priced student tickets, and they, they gave him the seat that normally belongs to John Bel John {spelled phonetically}. It's his house seat. That's under his control, and he said it was a great seat.	ditransitive	him	seat	P	N	1	myself-pat	myself	0.2585908	3	pat	-0.012572863	myself	other
dat-3584	B: Yeah, it defeats the purpose. //A: Yeah, it really does. One thing I've run across, {pause} [lipsmack] recently though, a friend gave me a recipe that I really like for chicken enchiladas. //B: Oh yeah.	ditransitive	me	recipe	P	N	1	myself-tang	myself	0.13377228	11	tang	0.6884877	myself	tang
dat-3585	I learned more about it I realized some of the advantages and [noise] and then the real reason people, most people go out there and hunt. And so, I kind of got accustomed to the idea. But, then over the years, and when you hear so much about, uh, what, what's actually going on out there, it is kind of a volatile subject and, and I, I tell you at this point in time I cannot give you, uh, a real answer to how I feel on it. I think I would agree with the with some of the, uh, things, the movements out there that are trying to get a, a time, at least a time restraint on purchasing guns --	ditransitive	you	answer	P	N	10	anything-one	anything	0.28544724	14	one	0.0016117044	anything	one
dat-3586	A: Right. Uh, and, and, and another good thing is with the health benefits when they give you more than two choices [laughter] on who to go with. //B: Yeah.	ditransitive	you	choice	P	N	10	anything-thrust	anything	0.28544724	0	thrust	0.3011847	anything	thrust
dat-3587	and I look through, uh, I get a NEWSWEEK every week which I, I pretty much read that cover to cover and I, as far as, you know, that satisfies most of the short term news I get. Uh, don't watch much T V, don't have enough time and, uh, don't listen to the radio too much especially the news channels or anything like that, you know, they might give you a little blurb like -- //B: Yeah. //A: -- this happened or that happened	ditransitive	you	blurb	P	N	10	anything-list	anything	0.28544724	12	list	0.02215628	anything	list
dat-3588	in which I feel a majority rule might be acceptable, particularly, I think in civil cases. In criminal cases, I'd like to see the unani-, unanimity remain, but in civil cases, I think a majority rule by, by jury would be sufficient. //A: Well, uh, could you give me an example of a case where you think that? //B: Well, in a criminal case, say one in which, you know, there is, like, say assault or some such. I think there ought to be a unanimous, uh, vote because by law and by constitution there must be proven beyond a shadow of a	ditransitive	me	example	P	N	1	myself-experience	myself	0.13377228	6	experience	0.019458879	myself	experience
dat-3589	B: -- a girl I hang out with. She has very, very black and white [baby] opinions, you know. There's no gray in her opinions, you know. She, she probably would agree more with you but, but I don't know. I think I would rather a person go ahead and be put down than give them the [baby] opportunity to get out and do it again. I've never had a, a punishment or a, a crime like a murder touch my immediate family --	ditransitive	them	opportunity	P	N	1	myself-thrust	myself	0.32372108	0	thrust	0.1706375	myself	thrust
dat-3590	B: Well, anytime that we stop and think it can't hurt. //A: No. I, I even, I enjoy reading T NEWS, I try to catch it because it's another example, they just, they just show you the words and the facts and they, they don't offer any commentary, and it gives me a quick chance to, to be caught up during the day. Because, you know, we don't listen to the radio at work at all. So, I don't like to go the whole day without hearing anything.	ditransitive	me	chance	P	N	1	myself-experience	myself	0.13377228	6	experience	0.13142924	myself	experience
dat-3591	B: Oh there you go. //A: You can do much better. I'm glad you're, you're taking care of it yourself. I, I think trading it in, they just use that as additional, they may give you supposedly a better deal on your new car you're buying, but they just, are going to give you that much less for your trade in. //B: Well that's fact. //A: What I think. So,	ditransitive	you	deal	P	N	10	anything-discount	anything	0.28544724	10	discount	0.39708263	anything	discount
dat-3592	B: [Laughter]. //A: And when it comes to being alone, uh, now if you give him the freedom to walk around and go wherever he wants, he likes that, but he does not like to be tied outside. He'll, he'll just bark and bark and bark. //B: Um, when he gets outside, does, in, does he run away and then eventually	ditransitive	him	freedom	P	N	1	myself-thrust	myself	0.2585908	0	thrust	0.30150297	myself	thrust
dat-3593	A: Uh-huh. //B: -- you know, they'll, they'll give him, you know, twenty years with, with parole in, in twelve or something like that [lking]. //A: Yeah. Yeah. And, uh, I have an uncle that is an attorney that defends people [ild_crying],	ditransitive	him	year	P	N	1	myself-minute	myself	0.2585908	8	minute	0.62803864	myself	minute
dat-3594	summer job and when I came in I was just a little eager beaver and I went through whatever work they gave me and I found people sitting around me polishing their nails and they were downright disgusted with me because I was going to come and go but they were going to live there and they didn't like me, you know, showing them up and finishing stuff. So what they did was give me worse and worse and ugly and uglier things to do so I would just back off.	ditransitive	me	things	P	N	1	myself-NA	myself	0.13377228	NA	NA	NA	myself	NA
dat-3596	B: Uh-huh. And, and let the schools give them a little more, you're right, give them a little more support and a little more to work with. And as these ki-, you know, as the kids get older, it's, it's even harder. //A: Oh, I'm sure it is --	ditransitive	them	support	P	N	1	myself-thrust	myself	0.32372108	0	thrust	0.17779021	myself	thrust
dat-3597	B: -- but they do give you a certain amount of time to be home and get adjusted I guess.	ditransitive	you	time	P	N	10	anything-minute	anything	0.28544724	8	minute	0.69093436	anything	minute
dat-3598	A: Yeah i-, that is and, uh, it also gives you a chance, you know, to look at these kids and make your own determinations. //B: You sound u-, like a very young person.	ditransitive	you	chance	P	N	10	anything-experience	anything	0.28544724	6	experience	0.13142924	anything	experience
dat-3599	A: -- if you can just print it out, it gives you a lot better feel for how you stand compared to last year [noise]. Uh, //B: And that is a software program that was written for your, uh, I mean that you,	ditransitive	you	feel	P	N	10	anything-one	anything	0.28544724	14	one	0.5331789	anything	one
dat-3600	B: In the, and that's the way I think you really over, take over this problem or get rid of the problem of them, you know, conscientious objection or what have you, if you give them the option of selecting what #it is# -- //	ditransitive	them	option	P	N	1	myself-thrust	myself	0.32372108	0	thrust	0.3024909	myself	thrust
dat-3601	get it. //B: Right. //A: No. I, I, say, now give myself a little time to sit there and say do I really want it. #And if# -- //B: #Right.#	ditransitive	myself	time	P	N	1	myself-minute	myself	0.28017694	8	minute	0.69093436	myself	minute
dat-3602	B: So you got to give them either more time in the system or a different process that will hopefully work better. When it comes down to things like alternative sentencing, I'm all for that for, uh, small crimes, infractions and misdemeanors or parking tickets or traffic tickets that have gone to warrant, you give them the option of working off their time doing civil service sort of things.	ditransitive	them	option	P	N	1	myself-thrust	myself	0.32372108	0	thrust	0.3024909	myself	thrust
dat-3603	A:  It really is, //B: offering something like that. //A: yeah, it really is nice, I mean, because it gives you a wide variety of things you can call and talk, and find out about. So, that is something you might keep your eyes open for, I think it's, it's catching on throughout the country [].	ditransitive	you	variety	P	N	10	anything-list	anything	0.28544724	12	list	-0.05942864	anything	other
dat-3604	B: So you got to give them either more time in the system or a different process that will hopefully work better. When it comes down to things like alternative sentencing, I'm all for that for, uh, small crimes, infractions and misdemeanors or parking tickets or traffic tickets that have gone to warrant, you give them the option of working off their time doing civil service sort of things.	ditransitive	them	time	P	N	1	myself-minute	myself	0.32372108	8	minute	0.69093436	myself	minute
dat-3605	B: it too well, well, just stick around a little bit and, //A: It will change. //B: and it, it will change up and give you something that you may like worse or like more it all depends [laughter], //A: Yeah.	ditransitive	you	something	P	I	10	anything-one	anything	0.28544724	14	one	0.6481437	anything	one
dat-3606	B: # if # nothing else just those experiences beyond and, and including your educational classes that help give you the self-esteem to do and achieve, //A: # Uh-huh. # //B: # whatever # you set your mind on, //A: # {Very faint} Uh-huh. # //B: # and the, you, # you made the right choice in going to a school that met all of your needs to make, to give you the, the potential to do whatever you wanted.	ditransitive	you	self-esteem	P	N	10	anything-experience	anything	0.28544724	6	experience	0.36351544	anything	experience
dat-3607	A: Yeah. I agree [laughter]. //B: I really do. //A: I agree. I think it also gives a woman a chance, if she does have a job and a career, it gives the man and the wife both the chance to both be working and maybe save up some money and then it gives her a little more option if she wants to stay home with the children while they're young, //B: Uh-huh.	ditransitive	man	chance	N	N	14	man-experience	man	0.50134844	6	experience	0.13142924	man	experience
dat-3608	in the auditorium, //A: Yeah. //B: and you, you give them your speech and maybe a little slide show or something, //A: Uh-huh.	ditransitive	them	speech	P	N	1	myself-broadcast	myself	0.32372108	4	broadcast	0.41488692	myself	broadcast
dat-3609	A: Uh-huh. //B: And, you know, like giving them pla-, plans for the, some of the, uh, top secret aircraft that we have and, //A: #Yeah.#	ditransitive	them	plans	P	N	1	myself-NA	myself	0.32372108	NA	NA	NA	myself	NA
dat-3610	B: A lot of people I don't think would like it because it's going to interrupt college plans, but a lot of people don't have plans, so for them [laughter] it might give them a little help to, uh, get, uh, some kind of more awareness about the world and be of some use for a while.	ditransitive	them	help	P	N	1	myself-access	myself	0.32372108	1	access	0.30727276	myself	access
dat-3611	B: Uh, so that was beneficial to me as well as the child, because, uh, made me appreciate my background a little more, and I helped to give this person, uh, a more one-on-one idea of, there can be a different life --	ditransitive	person	idea	N	N	14	man-experience	man	0.314142	6	experience	0.31050268	man	experience
